194120.,0.,6000,200,162000
194120.,5880.,6000,200,162000
194120.,12600.,6000,200,162000
170460.,12600.,6000,200,162000
177740.,12600.,6000,200,162000
185930.,12600.,6000,200,162000
170460.,5880.,6000,200,162000
177740.,5880.,6000,200,162000
185930.,5880.,6000,200,162000
170460.,0.,6000,200,162000
177740.,0.,6000,200,162000
185930.,0.,6000,200,162000
217780.,5880.,6000,200,162000
217780.,0.,6000,200,162000
201400.,12600.,6000,200,162000
209590.,12600.,6000,200,162000
217780.,12600.,6000,200,162000
201400.,5880.,6000,200,162000
209590.,5880.,6000,200,162000
201400.,0.,6000,200,162000
209590.,0.,6000,200,162000
146800.,12600.,6000,200,162000
154080.,12600.,6000,200,162000
162270.,12600.,6000,200,162000
146800.,5880.,6000,200,162000
154080.,5880.,6000,200,162000
162270.,5880.,6000,200,162000
146800.,0.,6000,200,162000
154080.,0.,6000,200,162000
162270.,0.,6000,200,162000
114950.,0.,6000,200,162000
114950.,5880.,6000,200,162000
114950.,12600.,6000,200,162000
138610.,5880.,6000,200,162000
138610.,0.,6000,200,162000
122230.,12600.,6000,200,162000
130420.,12600.,6000,200,162000
138610.,12600.,6000,200,162000
122230.,5880.,6000,200,162000
130420.,5880.,6000,200,162000
122230.,0.,6000,200,162000
130420.,0.,6000,200,162000
91290.,12600.,6000,200,162000
98570.,12600.,6000,200,162000
106760.,12600.,6000,200,162000
91290.,5880.,6000,200,162000
98570.,5880.,6000,200,162000
106760.,5880.,6000,200,162000
91290.,0.,6000,200,162000
98570.,0.,6000,200,162000
106760.,0.,6000,200,162000
74910.,12600.,6000,200,162000
83100.,12600.,6000,200,162000
74910.,5880.,6000,200,162000
83100.,5880.,6000,200,162000
67630.,5880.879883,6000,200,720000
67630.,0.,6000,200,720000
74910.,0.,6000,200,720000
83100.,0.,6000,200,720000
67630.,12600.,6000,200,720000
59440.,9240.,6000,200,720000
59440.,0.,6000,200,720000
225970.,12600.,6000,200,720000
233250.,12600.,6000,200,720000
241440.,12600.,6000,200,720000
225970.,5880.,6000,200,720000
233250.,5880.,6000,200,720000
241440.,5880.,6000,200,720000
225970.,0.,6000,200,720000
233250.,0.,6000,200,720000
241440.,0.,6000,200,720000
248720.,0.,6000,200,720000
248720.,5880.,6000,200,720000
248720.,12598.900391,6000,200,720000
194120.,0.,6000,200,720000
194120.,-5880.,6000,200,720000
194120.,-12600.,6000,200,720000
170460.,-12600.,6000,200,720000
177740.,-12600.,6000,200,720000
185930.,-12600.,6000,200,720000
170460.,-5880.,6000,200,720000
177740.,-5880.,6000,200,720000
185930.,-5880.,6000,200,720000
170460.,0.,6000,200,720000
177740.,0.,6000,200,720000
185930.,0.,6000,200,720000
217780.,-5880.,6000,200,720000
217780.,0.,6000,200,720000
201400.,-12600.,6000,200,720000
209590.,-12600.,6000,200,720000
217780.,-12600.,6000,200,720000
201400.,-5880.,6000,200,720000
209590.,-5880.,6000,200,720000
201400.,0.,6000,200,720000
209590.,0.,6000,200,720000
146800.,-12600.,6000,200,720000
154080.,-12600.,6000,200,720000
162270.,-12600.,6000,200,720000
146800.,-5880.,6000,200,720000
154080.,-5880.,6000,200,720000
162270.,-5880.,6000,200,720000
146800.,0.,6000,200,720000
154080.,0.,6000,200,720000
162270.,0.,6000,200,720000
114950.,0.,6000,200,720000
114950.,-5880.,6000,200,720000
114950.,-12600.,6000,200,720000
138610.,-5880.,6000,200,720000
138610.,0.,6000,200,720000
122230.,-12600.,6000,200,720000
130420.,-12600.,6000,200,720000
138610.,-12600.,6000,200,720000
122230.,-5880.,6000,200,720000
130420.,-5880.,6000,200,720000
122230.,0.,6000,200,720000
130420.,0.,6000,200,720000
91290.,-12600.,6000,200,720000
98570.,-12600.,6000,200,720000
106760.,-12600.,6000,200,720000
91290.,-5880.,6000,200,720000
98570.,-5880.,6000,200,720000
106760.,-5880.,6000,200,720000
91290.,0.,6000,200,720000
98570.,0.,6000,200,720000
106760.,0.,6000,200,720000
74910.,-12600.,6000,200,720000
83100.,-12600.,6000,200,720000
74910.,-5880.,6000,200,720000
83100.,-5880.,6000,200,720000
67630.,-5880.879883,6000,200,720000
67630.,0.,6000,200,720000
74910.,0.,6000,200,720000
83100.,0.,6000,200,720000
67630.,-12600.,6000,200,720000
59440.,-9240.,6000,200,720000
59440.,0.,6000,200,720000
225970.,-12600.,6000,200,720000
233250.,-12600.,6000,200,720000
241440.,-12600.,6000,200,720000
225970.,-5880.,6000,200,720000
233250.,-5880.,6000,200,720000
241440.,-5880.,6000,200,720000
225970.,0.,6000,200,720000
233250.,0.,6000,200,720000
241440.,0.,6000,200,720000
248720.,0.,6000,200,720000
248720.,-5880.,6000,200,720000
248720.,-12598.900391,6000,200,720000
